"","census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","w_ar_pct","b_ar_pct","t_ar_pct","wt_ar_pct","bt_ar_pct","tt_ar_pct","ww_ar_pct","bb_ar_pct","ttt_ar_pct","est_tot","sir_tot","est_b","sir_b","est_w","sir_w"
"36",10400,2018,46,57,103,37,129,3031,2584,256,0.852523919,0.084460574,55.286129970902,44.6168768186227,100,1.88050542707268,1.51760087097093,3.39810629804361,2.2057969892806,17.9617336977743,3.39810629804361,103.559526070211,0.993637573938312,0.043021645578126,321.629637346554,0.196802833046549,192.046684376023
"37",10501,2010,232,244,476,37,129,3431,2103,1079,0.612940834,0.314485573,51.2497374501155,48.7292585591262,100,7.11142199294687,6.76167992771997,13.8731019206668,11.6019209738006,21.4993976461866,13.8731019206668,117.226240167237,4.05706344396197,0.91425908667288,228.738399338418,0.437251310245911,454.16362016561
"38",10501,2011,192,310,502,37,129,3970,2159,1518,0.543828715,0.382367758,61.7406891057558,38.2393945429197,100,7.80836754741694,4.8361502229163,12.6445177703332,14.357834282803,12.6473881825967,12.6445177703332,135.642137412979,3.69818841494094,1.06444007514162,164.886114879418,0.539884183896183,484.462669654444
"39",10501,2012,178,351,535,37,129,4146,2350,1403,0.566811384,0.338398456,65.5952158475051,33.2648103158288,100,8.46578712525023,4.29319119172234,12.9036926268059,14.9355346580997,12.6861948542513,12.9036926268059,141.65549161567,3.77410422624402,0.912070134127209,175.877139338277,0.642122403184154,472.967799508541
"40",10501,2013,162,378,546,37,129,4065,2409,1477,0.592619926,0.363345633,69.2180919245559,29.6648965390954,100,9.2986642395021,3.98514181692947,13.431403901503,15.6905068282761,10.9674361925394,13.431403901503,138.887982011023,3.92839720456334,0.873865352759526,166.347431440044,0.698481214912401,473.398738680996
"41",10501,2014,146,313,460,37,129,4380,2720,1426,0.621004566,0.325570776,68.0286894153445,31.7322321234514,100,7.1459555717906,3.33325723157006,10.502043332344,11.5069298922834,10.237711240446,10.502043332344,149.65051936243,3.07177565699586,0.760365570413133,169.695307460866,0.659542532173367,412.090155246971
"42",10501,2015,108,226,334,37,129,4622,2999,1398,0.64885331,0.302466465,67.6444178389704,32.3256510026938,100,4.88955236797127,2.33660024664114,7.22615261461241,7.53559401153679,7.72476932980474,7.22615261461241,157.918881391131,2.11367146166083,0.551418838576984,165.791950745429,0.545454429546671,350.140907947179
"43",10501,2016,124,253,385,37,129,4440,3013,1187,0.678603604,0.267342342,65.6972215009089,32.199428719813,100,5.69806986329137,2.79272989347087,8.67097587892165,8.39666788357506,10.4456237890658,8.67097587892165,151.700526476984,2.53622308785848,0.53756204588547,194.490874731704,0.601000273004866,360.912840897344
"44",10501,2017,124,181,307,37,129,4274,2844,1226,0.665418811,0.286850725,58.938456528818,40.3777271247151,100,4.23480966753235,2.90119557333708,7.18279871785873,6.36405189690939,10.1133675882881,7.18279871785873,146.028840126718,2.10088576446497,0.555222664021713,189.24864295581,0.438319735885865,336.231402889482
"45",10501,2018,102,254,362,37,129,4396,3200,1169,0.727934486,0.265923567,70.1463684065175,28.169014084507,100,5.77784854757626,2.32023839312118,8.23457155205751,7.93725196087622,8.72465999486785,8.23457155205751,150.197187926311,2.40856136428503,0.435483234829251,190.482153997827,0.634196652621221,345.956358004592
"46",10502,2010,191,236,428,37,129,7375,5021,1912,0.680813559,0.259254237,55.1273067040411,44.6157439850502,100,3.19995661075782,2.58979539260485,5.80331114154384,4.70016530242377,9.9890173108101,5.80331114154384,251.980041163909,1.69787341363414,1.33371666174877,133.220185756249,0.878779963992801,241.116500829533
"47",10502,2011,181,308,493,37,129,7441,5563,1375,0.747614568,0.184786991,62.4619752585682,36.7065503954573,100,4.13917297173805,2.43243606456035,6.62536452943785,5.53648145817979,13.1626790778852,6.62536452943785,254.235048989918,1.93838797270738,0.90893424231712,179.397221749869,1.22608579240352,232.26249897584
"48",10502,2012,202,309,515,37,129,7991,5973,1178,0.747465899,0.147415843,59.9883517763541,39.2156862745098,100,3.86680181702144,2.52781219106256,6.44466969503573,5.17319314928597,17.1462524403701,6.44466969503573,273.026780873329,1.88557122942421,0.869066748079828,208.44797368216,1.31300379880291,218.68306388262
"49",10502,2013,159,224,387,37,129,8272,6302,1181,0.761847195,0.142770793,57.8661844484629,41.0746577111857,100,2.70789763179845,1.92212376542837,4.67837671208037,3.55437076530046,13.4620269240538,4.67837671208037,282.627647526489,1.36880847481936,0.685809350048351,202.339155152858,1.02776333304109,198.623233649535
"50",10502,2014,125,225,355,37,129,8408,6408,1207,0.762131304,0.143553758,63.3624331174317,35.2013517319065,100,2.67599100867021,1.48666167148345,4.222119147013,3.51118116134268,10.3553972330379,4.222119147013,287.274330319478,1.23532258293683,0.551026989047203,192.004328703701,1.04757958249577,196.064833700393
"51",10502,2015,155,234,393,37,129,8205,5857,1554,0.713833029,0.189396709,59.5268379547189,39.4301704400916,100,2.85188480335401,1.88906899367467,4.78970396460738,3.99515118403305,9.97361817128885,4.78970396460738,280.338472915237,1.40137690779248,0.87969123863892,158.213112342763,1.00074610376577,212.58308269224
"52",10502,2016,140,257,400,37,129,8472,6161,1422,0.727219075,0.167847025,64.2339415146213,34.9912521869533,100,3.03348638472162,1.65248285549037,4.72137958711536,4.17133304117771,9.84459601997047,4.72137958711536,289.461004575002,1.38140147906688,0.727072602815766,169.271717529236,1.1406274485165,207.153243552133
"53",10502,2017,190,250,443,37,129,8753,6188,1832,0.706957615,0.209299669,56.4206725344166,42.8797111261566,100,2.85613097074179,2.17065953776376,5.06106408015446,4.04001228163734,10.370612957808,5.06106408015446,299.061871228162,1.48080368056709,1.2712248785376,138.562246772122,1.11671967500197,205.47050001439
"54",10502,2018,183,253,441,37,129,8648,6455,1806,0.746415356,0.208834413,57.356608478803,41.4871911131263,100,2.92549808628485,2.1160717383009,5.09938599229889,3.91938157425911,10.1323293283871,5.09938599229889,295.474358777693,1.49201034157257,1.20701450829275,140.01374800272,1.17331547651047,198.693885896484
"55",10600,2010,175,202,377,37,129,4061,3733,94,0.919231716,0.023147008,53.5666931848316,46.4067886502254,100,4.97402181674916,4.30917731649061,9.28319913323976,5.41105247649407,185.972369819341,9.28319913323976,138.751314870052,2.71513453331591,0.0601377645075624,1092.80906061191,0.595592686729348,290.399832910546
"56",10600,2011,140,215,355,37,129,3983,3576,117,0.897815717,0.029374843,60.5463249788792,39.4255139397353,100,5.39780572920589,3.51485024227361,8.9126559714795,6.01213612594726,119.555935098207,8.9126559714795,136.086305621132,2.60672318248799,0.0598693494056158,875.715079347675,0.60530315567074,304.833458168121
"57",10600,2012,132,148,283,37,129,3829,3424,127,0.894228258,0.033167929,52.2783468738961,46.6266336983398,100,3.8651380219895,3.4472852628555,7.39077067718263,4.32230367103764,103.855232100708,7.39077067718263,130.824620693777,2.16154913033443,0.0612687598418871,818.509425690487,0.433052003812341,277.646456521159
"58",10600,2013,85,191,277,37,129,3997,3548,158,0.887665749,0.039529647,68.9281847708408,30.6748466257669,100,4.77846438668034,2.1265417427635,6.93002426759401,5.38316281953722,53.763440860215,6.93002426759401,136.564640614528,2.0268593160194,0.0490761407824428,570.178430658776,0.545382465095927,295.948542654642
"59",10600,2014,112,180,294,37,129,3979,3776,92,0.948982156,0.023121387,61.2036722203332,38.0822849370962,100,4.52363599809002,2.81470684325601,7.38860546354703,4.7668229125288,121.606948968512,7.38860546354703,135.949638480162,2.16097597380143,0.0376701423074788,813.538782794704,0.546704047872199,278.334426067442
"60",10600,2015,98,172,270,37,129,3951,3746,176,0.948114401,0.044545685,63.680118474639,36.2828582006664,100,4.35321809116449,2.48032193566349,6.83354002682797,4.59144176610341,55.6501987507098,6.83354002682797,134.99296849337,1.99862363682719,0.0630238659370645,601.138977024585,0.523459333118908,275.880062841558
"61",10600,2016,109,166,275,37,129,4196,3890,189,0.927073403,0.045042898,60.3416939294802,39.62195565249,100,3.95605443149591,2.5976501989943,6.55370463049022,4.26724248733966,57.6414595452142,6.55370463049022,143.363830877798,1.91685945033939,0.0752727243512024,621.887977170889,0.524397434096007,265.856313519821
"62",10600,2017,116,188,307,37,129,4134,3785,237,0.915578133,0.057329463,61.2178443503745,37.7727124715076,100,4.54754360078373,2.80593115793038,7.426041943833,4.9668436765211,48.9245044285112,7.426041943833,141.245490192759,2.17198298708597,0.100440565957807,578.72516696255,0.567669559747121,281.576413445005
"63",10600,2018,110,146,256,37,129,4147,3580,229,0.863274656,0.055220641,57.0089808668489,42.951971885982,100,3.52053242024547,2.65245593306166,6.17298835330713,4.0780983771403,48.0139676996945,6.17298835330713,141.689658400913,1.80549133757101,0.0920316868592731,572.822130550837,0.443519906812937,268.619416087457
"64",10700,2010,57,108,165,37,129,4314,2354,1312,0.545665276,0.304126101,65.4149000605694,34.5245305875227,100,2.5034190213486,1.32124892793398,3.82466794928258,4.58774053778514,4.34418108375886,3.82466794928258,147.395511536421,1.11867810946407,0.273124965306892,152.763833299436,0.267090807832834,294.205133159262
"65",10700,2011,56,59,115,37,129,4333,2374,1530,0.547888299,0.353104085,51.25977410947,48.6533449174631,100,1.3616117790958,1.29237728185364,2.65398906094944,2.48515226822796,3.6598915103588,2.65398906094944,148.04468045603,0.776268170048352,0.312915769515056,135.620879933378,0.192056596787323,202.015638917289
"66",10700,2012,69,76,147,37,129,4100,2401,1373,0.585609756,0.334878049,51.6655336505778,46.9068660774983,100,1.85361332650423,1.68288578327358,3.58527840784371,3.16521594269293,5.0251256281407,3.58527840784371,140.083819494512,1.04862316157504,0.34599583098394,154.709966341557,0.219929973003144,237.551984537732
"67",10700,2013,68,69,137,37,129,4314,2388,1631,0.553546592,0.378071395,50.328227571116,49.598832968636,100,1.59940659697272,1.57622679121949,3.17563338819221,2.88932624261966,4.16896572864938,3.17563338819221,147.395511536421,0.928841824221686,0.405050440127729,134.640017307583,0.208294274271703,223.812135865973
"68",10700,2014,66,79,145,37,129,4263,2206,1806,0.517475956,0.42364532,54.4452101998622,45.4858718125431,100,1.85311158546598,1.54816917266778,3.40128075813375,3.58098000997235,3.65428270859864,3.40128075813375,145.65300548905,0.994833688084005,0.43531670790886,123.29150019961,0.214539737060956,251.160634704448
"69",10700,2015,84,89,173,37,129,4435,2314,1761,0.521758737,0.397068771,51.4153668399769,48.526863084922,100,2.00671912696444,1.8939820973597,3.90070122432414,3.84598764098354,4.76974618136392,3.90070122432414,151.529692550771,1.14093748453703,0.54023524118649,131.201774904378,0.235355536589947,265.38998253911
"70",10700,2016,84,88,174,37,129,4409,2350,1667,0.53300068,0.37809027,50.5456634118323,48.248133256749,100,1.99587217345944,1.90515071102946,3.94638361570388,3.74452150972299,5.03868994061544,3.94638361570388,150.641356134465,1.15429504193122,0.511399790234511,137.389644781822,0.235916727863834,261.969686831647
"71",10700,2017,95,131,226,37,129,4511,2485,1674,0.550875637,0.371092884,57.9389650597081,42.0168067226891,100,2.90394803928088,2.10591651703576,5.00986455631664,5.27141764918917,5.67469087868108,5.00986455631664,154.126368229206,1.46537847318123,0.580797327973309,139.542263308831,0.313953335226973,316.460791234287
"72",10700,2018,102,148,251,37,129,4593,2377,1910,0.517526671,0.415850207,58.9406610911987,40.621266427718,100,3.22222464130979,2.22072238792972,5.46471881735647,6.22607378738799,5.34003455316476,5.46471881735647,156.928044619096,1.59844058816915,0.711501605377943,125.692912156958,0.3312134336796,343.217507713285
"73",10800,2010,76,103,181,37,129,2885,1388,665,0.481109185,0.2305026,56.8746548868029,41.9657647708448,100,3.57006689542823,2.63422411701501,6.27361269973311,7.42021468193934,11.4268531047963,6.27361269973311,98.571175424797,1.83437563422917,0.184595091253831,267.046067678713,0.193964081918284,350.382942459725
"74",10800,2011,58,126,185,37,129,2760,1355,649,0.490942029,0.235144928,68.0713128038898,31.334413830362,100,4.5650519908699,2.1013731386544,6.7026557008804,9.29820677440779,8.93544908334617,6.7026557008804,94.3003272694766,1.95973896861497,0.137486232313819,244.224683826546,0.212213675138405,403.569766584196
"75",10800,2012,81,133,216,37,129,2259,1387,540,0.61398849,0.239043825,61.5455807496529,37.482646922721,100,5.88730025231287,3.58549864990483,9.56132973307954,9.58834979453536,14.9972227365303,9.56132973307954,77.182767862952,2.79493095256422,0.159763955394158,311.821553059943,0.221244852241538,414.01441633063
"76",10800,2013,60,114,174,37,129,2420,1698,275,0.701652893,0.113636364,65.4796094198736,34.4629523262493,100,4.71054915086154,2.47923639519028,7.18978554605182,6.71338554855427,21.8102508178844,7.18978554605182,82.6836202870048,2.10186507181922,0.0602783628942963,374.34872004258,0.227224868075032,348.38427980926
"77",10800,2014,56,112,168,37,129,2153,1431,330,0.664653971,0.153274501,66.627007733492,33.313503866746,100,5.20180205285402,2.60090102642701,7.80270307928104,7.82614771853819,16.9645561950924,7.80270307928104,73.5610886272402,2.28071568219904,0.0675076763067251,334.313037078121,0.205339657091692,366.80463018391
"78",10800,2015,29,99,132,37,129,2497,1769,304,0.70845014,0.121746095,74.9432248296745,21.9530658591976,100,3.96459893476433,1.16134716270874,5.2861319130191,5.59606579616754,9.53633673133838,5.2861319130191,85.3144627506822,1.54540572812941,0.0322057951368296,219.354983417979,0.215104280103781,314.181705076789
"79",10800,2016,56,126,188,37,129,2699,1781,414,0.659874027,0.153390144,66.9856459330144,29.7713981924508,100,4.66822274091364,2.07476566262828,6.96528472453781,7.07427993936331,13.5233035498672,6.96528472453781,92.2161533696801,2.03647999984525,0.0846862428313082,303.21695401617,0.247490057404629,362.600302699543
"80",10800,2017,52,132,185,37,129,2644,1775,425,0.671331316,0.160741301,71.3128038897893,28.0929227444625,100,4.99224688930071,1.96664271396695,6.99670965545933,7.43620077742099,12.2324159021407,6.99670965545933,90.3369801813391,2.04562336810725,0.0807261158034048,287.728200038151,0.253992883471612,372.888852186729
"81",10800,2018,61,165,233,37,129,2907,1817,558,0.625043,0.191950464,70.7850707850708,26.1690261690262,100,5.67575934780365,2.09831103161226,8.0148601699288,9.08040283968962,10.9299408708117,8.0148601699288,99.3228447001335,2.34352578326183,0.124325858124907,271.925851570953,0.297045566838676,415.569430264011
"82",10900,2010,24,69,94,37,129,2163,1990,65,0.920018493,0.030050855,73.3262486716259,25.5047821466525,100,3.18986639545097,1.10951874624382,4.34561508945495,3.46716245414803,36.8663594470046,4.34561508945495,73.9027564796659,1.27022295481424,0.0057057381670937,227.045384821609,0.190245984350788,237.729387210427
"83",10900,2011,15,104,119,37,129,2252,2001,99,0.888543517,0.043960924,87.3215785054576,12.5944584382872,100,4.61791217086275,0.666045024643666,5.28395719550642,5.19714157213533,15.1362260343088,5.28395719550642,76.9436003662541,1.54457994478829,0.00542855849038964,142.276440224376,0.23677478071216,308.811722125025
"84",10900,2012,13,65,79,37,129,2197,2040,71,0.928538917,0.032316796,82.1744627054362,16.4348925410872,100,2.95844522324883,0.591689044649766,3.59564880979473,3.18611832753296,18.2841068917018,3.59564880979473,75.064427177913,1.05102909668969,0.00337545685345923,125.755187891728,0.187150264270551,226.362319969023
"85",10900,2013,6,53,59,37,129,2352,2137,118,0.908588435,0.050170068,89.6785109983079,10.1522842639594,100,2.25330555673653,0.255091195102249,2.50839675183878,2.47999625660942,5.08044030482642,2.50839675183878,80.3602788905105,0.733281077490256,0.00258774069713428,58.4865205065151,0.174439699245116,193.120748003236
"86",10900,2014,15,40,55,37,129,2463,2215,156,0.899309785,0.063337393,72.5952813067151,27.2232304900181,100,1.62396979416183,0.608988672810686,2.23295846697251,1.80578754909485,9.60922485586163,2.23295846697251,84.152792052435,0.652797357335892,0.00855093824772778,138.183973737454,0.158231399029669,154.899830734388
"87",10900,2015,11,54,66,37,129,2362,1947,298,0.824301439,0.126164268,81.6944024205749,16.6414523449319,100,2.28610135049321,0.465687312137505,2.79412387282503,2.77335524626367,3.690036900369,2.79412387282503,80.7019467429361,0.816812003428245,0.0119749654529678,98.2362437487892,0.16910125141908,200.667963137429
"88",10900,2016,24,70,95,37,129,2256,1896,300,0.840425532,0.132978723,73.6067297581493,25.2365930599369,100,3.10269934843314,1.0637826337485,4.21080625858783,3.6917884077844,7.99733422192602,4.21080625858783,77.0802675072243,1.2308845650361,0.0263024888470786,190.02000846601,0.187229458026849,243.707593506849
"89",10900,2017,27,107,136,37,129,2470,1969,336,0.797165992,0.136032389,78.6186627479794,19.8383541513593,100,4.33180842880855,1.093073154933,5.50584996558844,5.43395459854756,8.0333234156501,5.50584996558844,84.391959549133,1.60962061627787,0.0331399527297268,202.794123374896,0.238469921422706,316.128533815477
"90",10900,2018,18,58,76,37,129,2415,2037,223,0.843478261,0.092339545,76.215505913272,23.6530880420499,100,2.40155687135108,0.745310753177922,3.14686762452901,2.84718472338128,8.0681308830121,3.14686762452901,82.512786360792,0.919954444679881,0.0146653247128871,156.978581319772,0.177650496725585,208.895718480649
"91",11000,2010,254,64,321,37,129,2473,1072,1347,0.433481601,0.544682572,19.93148551853,79.1030831516661,100,2.58784521450811,10.2705106950791,12.9796611540172,5.9695923887697,18.8553188330488,12.9796611540172,84.4944599048607,3.79457473173791,1.24954862439999,188.211076953917,0.145094042092697,261.124258482768
"92",11000,2011,263,58,326,37,129,2450,1167,1177,0.476326531,0.480408163,17.7859552284575,80.6501073290402,100,2.36725031631362,10.7342557446635,13.3055793641076,4.9695827264159,22.3430464701385,13.3055793641076,83.7086238442817,3.88981449696293,1.13054724544023,213.726048288306,0.144487700519577,237.230747709355
"93",11000,2012,219,65,284,37,129,2322,1221,969,0.525839793,0.417312661,22.8792678634284,77.0855332629356,100,2.79919038801085,9.43111838422118,12.230308772232,5.32306936368848,22.5982870704778,12.230308772232,79.3352753332335,3.57523781227686,0.775054632515988,250.270088131896,0.152163711436091,257.769048646295
"94",11000,2013,264,51,316,37,129,2197,1213,860,0.552116523,0.391442877,16.1341347674786,83.5178740904777,100,2.32124163670293,12.0158390605799,14.3825952391789,4.20410518506306,30.6941053365888,14.3825952391789,75.064427177913,4.20411638675876,0.829225182376193,284.107668417794,0.140660308996292,211.916955532479
"95",11000,2014,200,79,279,37,129,2574,1193,1285,0.463480963,0.499222999,28.305266929416,71.6589036187746,100,3.06903383706927,7.76970591663106,10.8387397537003,6.62140642024977,15.56299120691,10.8387397537003,87.9453052143596,3.16882313396191,0.938612918398887,192.564521831981,0.161945224734793,301.589769693201
"96",11000,2015,213,69,283,37,129,2460,1182,1158,0.480487805,0.470731707,24.3730130695867,75.2384316495938,100,2.80476403398236,8.65818462664119,11.5035974147392,5.8370696218594,18.392194111044,11.5035974147392,84.0502916967074,3.36303052899665,0.900835044860015,212.822283845778,0.153605234963603,272.076402562836
"97",11000,2016,194,92,286,37,129,2414,1127,1226,0.466859983,0.507870754,32.1565886053827,67.8084585809158,100,3.81094403711528,8.03612112174309,11.8470651588584,8.16254103451335,15.8225267107088,11.8470651588584,82.4786195755494,3.4633662014457,0.868654813066228,200.277743302491,0.168148166063195,343.093899729742
"98",11000,2017,224,119,343,37,129,2344,1064,1195,0.453924915,0.509812287,34.6837656659866,65.2870883124453,100,5.07657523143211,9.55590631798985,14.632481549422,11.1831594774927,18.7432014057401,14.632481549422,80.0869446085699,4.27750429542295,0.977624040644255,207.86470192896,0.183221070980871,420.166478390435
"99",11000,2018,255,96,351,37,129,2284,1192,977,0.521891419,0.427758319,27.342637425235,72.6288806607804,100,4.20296834639464,11.1641346701108,15.3671030165054,8.05301568660347,26.097635861222,15.3671030165054,78.0369374940161,4.49211360538517,0.909910762021345,252.497556803549,0.175212117683105,348.821849881407
"100",11100,2010,397,75,472,37,129,2993,163,2688,0.054460408,0.898095556,15.8864647320483,84.0923533149756,100,2.50576325548762,13.2638401657145,15.7696034212021,45.9840588595953,14.7687958037275,15.7696034212021,102.261188230994,4.61112271317971,3.89722550082241,99.318890044687,0.108039316381094,360.508779324252
"101",11100,2011,370,85,458,37,129,3152,166,2726,0.052664975,0.864847716,18.5549006767081,80.7683911809649,100,2.69661495510929,11.7382062751816,14.5299958757654,51.1739915713426,13.5725028428891,14.5299958757654,107.693707084562,4.24885656488936,3.68352070046481,97.792513717328,0.109278813678845,406.15673658414
"102",11100,2012,387,71,458,37,129,2901,286,2400,0.098586694,0.827300931,15.4987993887797,84.4793713163065,100,2.44734755782289,13.3397676743304,15.7871152321533,24.8164977280671,16.1243281529936,15.7871152321533,99.1178439886781,4.61610514387173,3.3920317598974,110.823734321182,0.113349964241226,332.786556831682
"103",11100,2013,398,74,475,37,129,2600,170,2359,0.065384615,0.907307692,15.575668280362,83.7718375078931,100,2.84604438290835,15.3071035729395,18.2685281335333,43.5038212815991,16.8708405747955,18.2685281335333,88.8336416306663,5.34106094488556,3.42885429478771,112.784480954021,0.108272560066657,355.303646223567
"104",11100,2014,420,91,511,37,129,2519,147,2289,0.058356491,0.908693926,17.804734885541,82.1756994717277,100,3.61240125441626,16.6726211742289,20.2850224286452,61.862678450034,18.3478222882356,20.2850224286452,86.0661320260186,5.93040430137561,3.51102291351994,116.310533070142,0.108797473370853,435.829028631834
"105",11100,2015,305,113,419,37,129,2451,157,2218,0.064055488,0.904936761,26.9625387735624,72.7749940348366,100,4.61017502345886,12.4433927624332,17.0943657949492,71.928707829408,13.750507190839,17.0943657949492,83.7427906295243,4.99744816285318,2.47058937382956,118.649833032501,0.111666981908203,533.857472626537
"106",11100,2016,360,115,477,37,129,2419,402,1933,0.166184374,0.799090533,24.1039614336617,75.4558792705932,100,4.7538340705221,14.8815675251126,19.7180769707743,28.5998507833872,18.6229372510475,19.7180769707743,82.6494535017622,5.7643885223948,2.5414199195412,136.290332838305,0.130390357525963,499.1528344976
"107",11100,2017,445,175,623,37,129,2512,246,1990,0.097929936,0.792197452,28.0853795538437,71.4171080083454,100,6.96628318936348,17.7142629672386,24.799968154134,71.1093051605039,22.3606853926938,24.799968154134,85.8269645293207,7.2503433981706,3.23410800001169,133.46898180816,0.128304374268772,766.520573950899
"108",11100,2018,434,111,546,37,129,2724,344,2036,0.126284875,0.74743025,20.3259476286394,79.4726240615272,100,4.07474028119379,15.9318674057487,20.0433170588451,32.258064516129,21.3152595648544,20.0433170588451,93.0703230007443,5.86023513083279,3.22707041167208,130.445090214332,0.125102186234009,493.109382263431
"109",11200,2010,169,59,229,37,129,2538,1306,1212,0.514578408,0.477541371,25.7529463116543,73.7669140113488,100,2.3245734998621,6.65852409282534,9.02249714353256,4.5172651404946,13.94274399802,9.02249714353256,86.7153009456273,2.63778386419951,0.748074349887667,199.274981046632,0.150644505734351,235.393151057267
"110",11200,2011,219,91,310,37,129,2409,1256,1111,0.521378165,0.461187215,29.3453724604966,70.6223798774589,100,3.77734423643684,9.09053173384251,12.8678759702794,7.24464612690072,19.710197101971,12.8678759702794,82.3077856493366,3.76178048660498,0.888621609935522,221.520547193262,0.175122408573273,330.761861499785
"111",11200,2012,248,86,335,37,129,2131,1155,934,0.541999061,0.438291882,25.6639809012235,74.0077588779469,100,4.03547463751114,11.6371826756135,15.7195814368167,7.44524283611809,26.5496199550369,15.7195814368167,72.8094193519038,4.59474239375152,0.845988892362257,262.159526398573,0.165286281157157,324.178090268653
"112",11200,2013,208,61,269,37,129,2180,1212,945,0.555963303,0.433486239,22.6681531029357,77.2946859903382,100,2.79803678730334,9.54084675014908,12.3388835374524,5.03258807029123,22.0082530949106,12.3388835374524,74.4835918287894,3.60669141032392,0.717894632282266,254.31148682269,0.148592828818062,245.38117326242
"113",11200,2014,140,72,212,37,129,2160,1153,980,0.533796296,0.453703704,33.9462517680339,66.006600660066,100,3.33317901948984,6.4811814267858,9.81436044627564,6.24403781111786,14.2842567084991,9.81436044627564,73.8002561239382,2.86873160012402,0.501092650319761,232.90918617209,0.154563643717214,282.836932048247
"114",11200,2015,196,84,282,37,129,1983,1233,708,0.621785174,0.357034796,29.7766749379653,69.4789081885856,100,4.23579244617014,9.88351570773032,14.2201603549997,6.81209958640824,27.6797062561785,14.2201603549997,67.7527351360043,4.15605943422558,0.506839289835723,322.985019729127,0.168074032820784,313.346276459968
"115",11200,2016,211,113,326,37,129,2472,1177,1248,0.476132686,0.504854369,34.6519472554431,64.7040785035265,100,4.57101249949436,8.53525342825938,13.187168803851,9.5998640727211,16.9056966589216,13.187168803851,84.4602931196181,3.85523734572258,0.961726197606102,198.732969456482,0.187416959924542,393.157035791023
"116",11200,2017,189,86,277,37,129,2527,1327,1173,0.525128611,0.464186783,31.0357271743053,68.206423673764,100,3.40311028451585,7.47892841597088,10.9611808001266,6.48029538090573,16.1111584690137,10.9611808001266,86.3394663079591,3.20455472287541,0.809685658526324,207.764075676621,0.175007725498799,312.718487613453
"117",11200,2018,197,84,284,37,129,2540,1261,1254,0.496456693,0.493700787,29.5670538542767,69.341781063006,100,3.30695641903862,7.75560017322153,11.1806621786544,6.66085163745936,15.7084761980703,11.1806621786544,86.7836345161125,3.2687398677749,0.902231533771367,196.561366672125,0.169619789790196,311.549831209958
"118",11300,2010,131,309,449,37,129,1493,1173,213,0.785666443,0.142665774,68.8042752171009,29.1694500111334,100,20.6951979103878,8.77369231799612,30.0716629830554,26.3404654334669,61.4734866259972,30.0716629830554,51.011010367148,8.78479992421747,0.101946977244242,648.685124123267,0.338230526255326,705.108342498184
"119",11300,2011,166,394,562,37,129,1357,1049,236,0.77302874,0.173913043,70.0942892723715,29.5321117238925,100,29.0324957630241,12.2319652199543,41.4118340579176,37.5560003812792,70.3091910207539,41.4118340579176,46.3643275741593,12.0953004022929,0.143127696932691,682.768775809021,0.37165456327568,835.357125061268
"120",11300,2012,160,439,607,37,129,1487,1144,217,0.76933423,0.145931406,72.3109866578817,26.3548015154011,100,29.5205433393854,10.7591957501177,40.8176988770089,38.3707717856831,73.6987563334869,40.8176988770089,50.8060096556926,11.9239359774121,0.126852611989354,705.30375910994,0.430090025884857,828.161215195845
