"","census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","w_ar_pct","b_ar_pct","t_ar_pct","wt_ar_pct","bt_ar_pct","tt_ar_pct","ww_ar_pct","bb_ar_pct","ttt_ar_pct","est_tot","sir_tot","est_b","sir_b","est_w","sir_w"
"15",10200,2015,163,88,252,37,129,3703,1678,1866,0.453146098,0.503915744,34.9067830226101,64.6568821896073,100,2.37638735113824,4.40171747994923,6.80510923280495,5.24402598176509,8.73479449118483,6.80510923280495,126.519605753214,1.99021311510917,1.11081599651754,134.619959158789,0.197051981204331,296.244447329466
"16",10200,2016,212,148,361,37,129,3644,1991,1438,0.546377607,0.394621295,40.9858764885073,58.7094987538078,100,4.06135945775363,5.8176230070525,9.90642408276392,7.43307719351112,14.7416730408177,9.90642408276392,124.503765423903,2.89718371488915,1.11338292134963,174.718134127185,0.293668363888541,375.950961713304
"17",10200,2017,167,131,298,37,129,3603,1995,1331,0.553705246,0.369414377,43.9449849043945,56.0214693056021,100,3.63575809719408,4.63489772695734,8.27065582415143,6.5660869129367,12.5460145744121,8.27065582415143,123.102927228958,2.41877369882781,0.811795729899178,183.155058226107,0.271767051270104,352.371194683477
"18",10200,2018,203,120,324,37,129,3503,1958,1329,0.558949472,0.379389095,37.025609379821,62.6349892008639,100,3.42553738117667,5.7948674031572,9.24895092917702,6.12838976558909,15.2734933413588,9.24895092917702,119.686248704702,2.7048179862342,0.985310937897145,187.043171603269,0.254425853153351,338.575752678175
"19",10300,2010,253,103,358,37,129,5104,2345,2622,0.459443574,0.513714734,28.7629153867635,70.6506562412734,100,2.01798554103564,4.95679943574773,7.0139691620462,4.39213679587224,9.64875481484306,7.0139691620462,174.387271878046,2.05172558517744,2.42264276761899,100.291647809807,0.258745888989676,287.111304021004
"20",10300,2011,375,156,535,37,129,5040,2199,2699,0.436309524,0.535515873,29.1534292655578,70.0803588114371,100,3.09517668300232,7.44032856490943,10.6148687526041,7.09381110454277,13.893520062243,10.6148687526041,172.200597622522,3.10503856273373,3.6963224574699,98.7798070899179,0.325462061064498,366.660189652847
"21",10300,2012,391,196,587,37,129,4821,2246,2427,0.465878448,0.503422526,33.3844319536706,66.5985351728837,100,4.06546223890813,8.11018232353612,12.1756445624443,8.72623658786341,16.1097606196696,12.1756445624443,164.718071654401,3.56150265627942,3.46564469290391,109.657588928628,0.389327060749695,400.550093632079
"22",10300,2013,470,140,612,37,129,5419,2204,3050,0.406717106,0.562834471,22.872079725535,76.7848390785819,100,2.58345481722057,8.67302688638335,11.2933882009928,6.35179892019418,15.4093308416118,11.2933882009928,185.149809229454,3.30364712679388,5.23517910408517,88.0945120736657,0.302797793826252,347.56893445248
"23",10300,2014,346,115,461,37,129,4882,2175,2620,0.445514134,0.536665301,24.9403600086749,75.0379527217523,100,2.35554372093976,7.08711415169701,9.44265787263677,5.28711323617305,13.2056028395863,9.44265787263677,166.802245554197,2.76209585119274,3.31065231808395,101.446869317473,0.264392108069443,315.594101665024
"24",10300,2015,325,150,477,37,129,5161,2398,2669,0.464638636,0.51714784,31.4399496960805,68.1198910081744,100,2.90635717192071,6.29710720582821,9.24221580670787,6.25495183687086,12.1763890449964,9.24221580670787,176.334778636873,2.70354860694292,3.16787337818848,99.4530578109979,0.336408149767026,343.714937679502
"25",10300,2016,397,131,536,37,129,5703,2812,2786,0.493073821,0.488514817,24.4357396008207,74.0533482559224,100,2.29699637039505,6.96112640493766,9.39839736283775,4.65844031151097,14.2493090700262,9.39839736283775,194.853176238342,2.74937813449475,4.03930656145282,95.9097844303324,0.342106222683905,296.308880713633
"26",10300,2017,321,129,454,37,129,5635,2589,2962,0.459449867,0.525643301,28.4078396828892,70.6892754899802,100,2.2892229064258,5.69643839505954,8.05664495749853,4.98242632575026,10.836906248945,8.05664495749853,192.529834841848,2.35685194026533,3.47235689640565,89.8566434733821,0.319503996031506,307.506010003089
"27",10300,2018,378,128,513,37,129,5902,2715,3137,0.460013555,0.531514741,24.9464042097057,73.6698499317872,100,2.16871960827502,6.40450009318717,8.69182155503973,4.71437516113587,12.0493449364062,8.69182155503973,201.652366501613,2.54272110357575,4.33051722677169,85.3173525013989,0.328401891028603,298.78486225322
"28",10400,2010,93,140,233,37,129,2786,2372,225,0.851399856,0.080760948,60.0600600600601,39.8970398970399,100,5.02494526398909,3.33799935393561,8.3629446179247,5.90194342565659,41.3149711239449,8.3629446179247,95.1886636857832,2.44520167444391,0.0764500988936185,527.06119510916,0.318255363520372,334.723741069685
"29",10400,2011,76,104,184,37,129,2726,2342,235,0.859134263,0.086206897,56.4910374796306,41.2819120043455,100,3.81497377205532,2.78786544880965,6.74956898132864,4.44045941676274,32.3266695023394,6.74956898132864,93.1386565712294,1.97343040715558,0.0652507983066842,459.907006675718,0.260082061818975,288.823051819461
"30",10400,2012,58,78,137,37,129,2819,2565,190,0.909897127,0.067399787,56.8927789934355,42.3048869438366,100,2.76684048100458,2.05739420382392,4.85970699868752,3.04081712213949,30.5102577590742,4.85970699868752,96.3161675987878,1.42092351741351,0.040265186816911,413.502461417656,0.231493050074245,235.299050711712
"31",10400,2013,49,96,148,37,129,3033,2802,176,0.923837784,0.058028355,64.8210668467252,33.0857528696827,100,3.16507863242227,1.61550888529887,4.87949622498434,3.42600192712608,27.8250993753549,4.87949622498434,103.627859640697,1.42681050696176,0.0315119329685323,372.589763483475,0.276790432815895,254.783539174698
"32",10400,2014,43,77,123,37,129,3061,2789,208,0.91114015,0.06795165,62.5507717303006,34.9309504467912,100,2.51543562771553,1.40472379210088,4.01816340531182,2.76074719443548,20.6631427198462,4.01816340531182,104.584529627488,1.17495871106921,0.0326783517925016,324.092057363273,0.241142792848981,225.711935336376
"33",10400,2015,56,141,197,37,129,2934,2647,222,0.902181322,0.075664622,71.5372907153729,28.4119736174531,100,4.80556218261136,1.9085920725265,6.71415425513786,5.32658380869631,25.213867627195,6.71415425513786,100.245347901683,1.96322006071491,0.0454209479179753,385.088949025328,0.345297632481296,316.642150586602
"34",10400,2016,45,98,144,37,129,2857,2593,198,0.90759538,0.069303465,68.0083275503123,31.2283136710618,100,3.43005145077176,1.57502362535438,5.04007560113402,3.7792603447611,22.7158001009591,5.04007560113402,97.6145054380053,1.47368089675653,0.0325549173646677,339.481936201596,0.26701259989093,267.020805359609
"35",10400,2017,42,32,74,37,129,3073,2672,214,0.869508623,0.069638789,43.1848852901485,56.6801619433198,100,1.04129380755589,1.3666981224171,2.40799192997299,1.19755997155795,19.6170014012144,2.40799192997299,104.994531050399,0.704127981355306,0.0328386704724398,316.172992778588,0.156196152353277,124.904295814225
